Core_name,Core_SMILES,Core_type,Substituent_name,Substituent_SMILES
6取代三苯胺70,*c1ccc(*)c(N(c2cccc(*)c2*)c2c(*)cccc2*)c1,6取代三苯胺,,
6取代三苯胺71,*c1ccc(*)c(N(c2cccc(*)c2*)c2cccc(*)c2*)c1,6取代三苯胺,,
6取代三苯胺72,*c1ccc(*)c(N(c2ccccc2)c2c(*)c(*)cc(*)c2*)c1,6取代三苯胺,,
6取代三苯胺73,*c1ccc(*)c(N(c2ccccc2)c2c(*)cc(*)c(*)c2*)c1,6取代三苯胺,,
6取代三苯胺74,*c1ccc(*)c(N(c2ccccc2)c2c(*)ccc(*)c2*)c1*,6取代三苯胺,,
6取代三苯胺75,*c1ccc(*)c(N(c2ccccc2)c2cc(*)c(*)c(*)c2*)c1,6取代三苯胺,,
6取代三苯胺76,*c1ccc(*)c(N(c2ccccc2*)c2c(*)ccc(*)c2*)c1,6取代三苯胺,,
6取代三苯胺77,*c1ccc(*)c(N(c2ccccc2*)c2cc(*)c(*)cc2*)c1,6取代三苯胺,,
6取代三苯胺78,*c1ccc(*)c(N(c2ccccc2*)c2cc(*)cc(*)c2*)c1,6取代三苯胺,,
6取代三苯胺79,*c1ccc(*)c(N(c2ccccc2*)c2ccc(*)c(*)c2*)c1,6取代三苯胺,,
6取代三苯胺80,*c1ccc(N(c2c(*)cccc2*)c2c(*)cc(*)cc2*)cc1,6取代三苯胺,,
6取代三苯胺81,*c1ccc(N(c2c(*)cccc2*)c2c(*)ccc(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺82,*c1ccc(N(c2c(*)cccc2*)c2c(*)cccc2*)c(*)c1,6取代三苯胺,,
6取代三苯胺83,*c1ccc(N(c2c(*)cccc2*)c2c(*)cccc2*)cc1*,6取代三苯胺,,
6取代三苯胺84,*c1ccc(N(c2cc(*)c(*)c(*)c2)c2c(*)cccc2*)cc1,6取代三苯胺,,
6取代三苯胺85,*c1ccc(N(c2cc(*)c(*)c(*)c2)c2cc(*)ccc2*)cc1,6取代三苯胺,,
6取代三苯胺86,*c1ccc(N(c2cc(*)c(*)c(*)c2)c2ccc(*)cc2*)cc1,6取代三苯胺,,
6取代三苯胺87,*c1ccc(N(c2cc(*)c(*)c(*)c2)c2cccc(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺88,*c1ccc(N(c2cc(*)c(*)c(*)c2)c2ccccc2*)c(*)c1,6取代三苯胺,,
6取代三苯胺89,*c1ccc(N(c2cc(*)c(*)c(*)c2)c2ccccc2*)cc1*,6取代三苯胺,,
6取代三苯胺90,*c1ccc(N(c2cc(*)c(*)cc2*)c2c(*)cccc2*)cc1,6取代三苯胺,,
6取代三苯胺91,*c1ccc(N(c2cc(*)c(*)cc2*)c2cccc(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺92,*c1ccc(N(c2cc(*)cc(*)c2)c2c(*)cc(*)cc2*)cc1,6取代三苯胺,,
6取代三苯胺93,*c1ccc(N(c2cc(*)cc(*)c2)c2c(*)ccc(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺94,*c1ccc(N(c2cc(*)cc(*)c2)c2cc(*)c(*)c(*)c2)cc1,6取代三苯胺,,
6取代三苯胺95,*c1ccc(N(c2cc(*)cc(*)c2)c2cc(*)c(*)cc2*)cc1,6取代三苯胺,,
6取代三苯胺96,*c1ccc(N(c2cc(*)cc(*)c2)c2cc(*)cc(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺97,*c1ccc(N(c2cc(*)cc(*)c2)c2ccc(*)c(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺98,*c1ccc(N(c2cc(*)cc(*)c2*)c2c(*)cccc2*)cc1,6取代三苯胺,,
6取代三苯胺99,*c1ccc(N(c2cc(*)ccc2*)c2c(*)cc(*)cc2*)cc1,6取代三苯胺,,
6取代三苯胺100,*c1ccc(N(c2cc(*)ccc2*)c2c(*)ccc(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺101,*c1ccc(N(c2cc(*)ccc2*)c2c(*)cccc2*)c(*)c1,6取代三苯胺,,
6取代三苯胺102,*c1ccc(N(c2cc(*)ccc2*)c2cc(*)c(*)cc2*)cc1,6取代三苯胺,,
6取代三苯胺103,*c1ccc(N(c2cc(*)ccc2*)c2cc(*)cc(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺104,*c1ccc(N(c2cc(*)ccc2*)c2cc(*)ccc2*)c(*)c1,6取代三苯胺,,
6取代三苯胺105,*c1ccc(N(c2cc(*)ccc2*)c2ccc(*)c(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺106,*c1ccc(N(c2cc(*)ccc2*)c2cccc(*)c2*)c(*)c1,6取代三苯胺,,
6取代三苯胺107,*c1ccc(N(c2ccc(*)c(*)c2)c2c(*)cc(*)cc2*)cc1,6取代三苯胺,,
6取代三苯胺108,*c1ccc(N(c2ccc(*)c(*)c2)c2c(*)ccc(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺109,*c1ccc(N(c2ccc(*)c(*)c2)c2c(*)cccc2*)c(*)c1,6取代三苯胺,,
6取代三苯胺110,*c1ccc(N(c2ccc(*)c(*)c2)c2c(*)cccc2*)cc1*,6取代三苯胺,,
6取代三苯胺111,*c1ccc(N(c2ccc(*)c(*)c2)c2cc(*)c(*)c(*)c2)cc1,6取代三苯胺,,
6取代三苯胺112,*c1ccc(N(c2ccc(*)c(*)c2)c2cc(*)c(*)cc2*)cc1,6取代三苯胺,,
6取代三苯胺113,*c1ccc(N(c2ccc(*)c(*)c2)c2cc(*)cc(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺114,*c1ccc(N(c2ccc(*)c(*)c2)c2cc(*)ccc2*)c(*)c1,6取代三苯胺,,
6取代三苯胺115,*c1ccc(N(c2ccc(*)c(*)c2)c2ccc(*)c(*)c2)c(*)c1,6取代三苯胺,,
6取代三苯胺116,*c1ccc(N(c2ccc(*)c(*)c2)c2ccc(*)c(*)c2)cc1*,6取代三苯胺,,
6取代三苯胺117,*c1ccc(N(c2ccc(*)c(*)c2)c2ccc(*)c(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺118,*c1ccc(N(c2ccc(*)c(*)c2)c2ccc(*)cc2*)c(*)c1,6取代三苯胺,,
6取代三苯胺119,*c1ccc(N(c2ccc(*)c(*)c2)c2cccc(*)c2*)c(*)c1,6取代三苯胺,,
6取代三苯胺120,*c1ccc(N(c2ccc(*)c(*)c2)c2cccc(*)c2*)cc1*,6取代三苯胺,,
6取代三苯胺121,*c1ccc(N(c2ccc(*)c(*)c2*)c2c(*)cccc2*)cc1,6取代三苯胺,,
6取代三苯胺122,*c1ccc(N(c2ccc(*)cc2)c2c(*)c(*)cc(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺123,*c1ccc(N(c2ccc(*)cc2)c2c(*)cc(*)c(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺124,*c1ccc(N(c2ccc(*)cc2)c2cc(*)c(*)c(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺125,*c1ccc(N(c2ccc(*)cc2*)c2c(*)cc(*)cc2*)cc1,6取代三苯胺,,
6取代三苯胺126,*c1ccc(N(c2ccc(*)cc2*)c2c(*)ccc(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺127,*c1ccc(N(c2ccc(*)cc2*)c2c(*)cccc2*)c(*)c1,6取代三苯胺,,
6取代三苯胺128,*c1ccc(N(c2ccc(*)cc2*)c2cc(*)c(*)cc2*)cc1,6取代三苯胺,,
6取代三苯胺129,*c1ccc(N(c2ccc(*)cc2*)c2cc(*)cc(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺130,*c1ccc(N(c2ccc(*)cc2*)c2cc(*)ccc2*)c(*)c1,6取代三苯胺,,
6取代三苯胺131,*c1ccc(N(c2ccc(*)cc2*)c2ccc(*)c(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺132,*c1ccc(N(c2ccc(*)cc2*)c2ccc(*)cc2*)c(*)c1,6取代三苯胺,,
6取代三苯胺133,*c1ccc(N(c2ccc(*)cc2*)c2cccc(*)c2*)c(*)c1,6取代三苯胺,,
6取代三苯胺134,*c1ccc(N(c2cccc(*)c2)c2c(*)c(*)cc(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺135,*c1ccc(N(c2cccc(*)c2)c2c(*)cc(*)c(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺136,*c1ccc(N(c2cccc(*)c2)c2cc(*)c(*)c(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺137,*c1ccc(N(c2cccc(*)c2*)c2c(*)cc(*)cc2*)cc1,6取代三苯胺,,
6取代三苯胺138,*c1ccc(N(c2cccc(*)c2*)c2c(*)ccc(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺139,*c1ccc(N(c2cccc(*)c2*)c2c(*)cccc2*)c(*)c1,6取代三苯胺,,
6取代三苯胺140,*c1ccc(N(c2cccc(*)c2*)c2c(*)cccc2*)cc1*,6取代三苯胺,,
6取代三苯胺141,*c1ccc(N(c2cccc(*)c2*)c2cc(*)cc(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺142,*c1ccc(N(c2cccc(*)c2*)c2ccc(*)c(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺143,*c1ccc(N(c2cccc(*)c2*)c2cccc(*)c2*)c(*)c1,6取代三苯胺,,
6取代三苯胺144,*c1ccc(N(c2cccc(*)c2*)c2cccc(*)c2*)cc1*,6取代三苯胺,,
6取代三苯胺145,*c1ccc(N(c2ccccc2)c2c(*)c(*)c(*)c(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺146,*c1ccc(N(c2ccccc2)c2c(*)c(*)cc(*)c2*)c(*)c1,6取代三苯胺,,
6取代三苯胺147,*c1ccc(N(c2ccccc2)c2c(*)c(*)cc(*)c2*)cc1*,6取代三苯胺,,
6取代三苯胺148,*c1ccc(N(c2ccccc2)c2c(*)cc(*)c(*)c2*)c(*)c1,6取代三苯胺,,
6取代三苯胺149,*c1ccc(N(c2ccccc2)c2c(*)cc(*)c(*)c2*)cc1*,6取代三苯胺,,
6取代三苯胺150,*c1ccc(N(c2ccccc2)c2c(*)ccc(*)c2*)c(*)c1*,6取代三苯胺,,
6取代三苯胺151,*c1ccc(N(c2ccccc2)c2cc(*)c(*)c(*)c2*)c(*)c1,6取代三苯胺,,
6取代三苯胺152,*c1ccc(N(c2ccccc2)c2cc(*)c(*)c(*)c2*)cc1*,6取代三苯胺,,
6取代三苯胺153,*c1ccc(N(c2ccccc2)c2ccc(*)c(*)c2*)c(*)c1*,6取代三苯胺,,
6取代三苯胺154,*c1ccc(N(c2ccccc2*)c2c(*)c(*)cc(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺155,*c1ccc(N(c2ccccc2*)c2c(*)cc(*)c(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺156,*c1ccc(N(c2ccccc2*)c2c(*)cc(*)cc2*)c(*)c1,6取代三苯胺,,
6取代三苯胺157,*c1ccc(N(c2ccccc2*)c2c(*)ccc(*)c2*)c(*)c1,6取代三苯胺,,
6取代三苯胺158,*c1ccc(N(c2ccccc2*)c2c(*)ccc(*)c2*)cc1*,6取代三苯胺,,
6取代三苯胺159,*c1ccc(N(c2ccccc2*)c2cc(*)c(*)c(*)c2*)cc1,6取代三苯胺,,
6取代三苯胺160,*c1ccc(N(c2ccccc2*)c2cc(*)c(*)cc2*)c(*)c1,6取代三苯胺,,
6取代三苯胺161,*c1ccc(N(c2ccccc2*)c2cc(*)c(*)cc2*)cc1*,6取代三苯胺,,
6取代三苯胺162,*c1ccc(N(c2ccccc2*)c2cc(*)cc(*)c2*)c(*)c1,6取代三苯胺,,
6取代三苯胺163,*c1ccc(N(c2ccccc2*)c2ccc(*)c(*)c2*)c(*)c1,6取代三苯胺,,
6取代三苯胺164,*c1ccc(N(c2ccccc2*)c2ccc(*)c(*)c2*)cc1*,6取代三苯胺,,
6取代三苯胺165,*c1cccc(*)c1N(c1c(*)cccc1*)c1c(*)cccc1*,6取代三苯胺,,
6取代三苯胺166,*c1cccc(N(c2c(*)cccc2*)c2c(*)cc(*)cc2*)c1,6取代三苯胺,,
6取代三苯胺167,*c1cccc(N(c2c(*)cccc2*)c2c(*)ccc(*)c2*)c1,6取代三苯胺,,
6取代三苯胺168,*c1cccc(N(c2c(*)cccc2*)c2c(*)cccc2*)c1*,6取代三苯胺,,
6取代三苯胺169,*c1cccc(N(c2cc(*)c(*)c(*)c2)c2c(*)cccc2*)c1,6取代三苯胺,,
6取代三苯胺170,*c1cccc(N(c2cc(*)c(*)c(*)c2)c2cc(*)ccc2*)c1,6取代三苯胺,,
6取代三苯胺171,*c1cccc(N(c2cc(*)c(*)c(*)c2)c2ccc(*)cc2*)c1,6取代三苯胺,,
6取代三苯胺172,*c1cccc(N(c2cc(*)c(*)c(*)c2)c2cccc(*)c2*)c1,6取代三苯胺,,
6取代三苯胺173,*c1cccc(N(c2cc(*)c(*)cc2*)c2c(*)cccc2*)c1,6取代三苯胺,,
6取代三苯胺174,*c1cccc(N(c2cc(*)c(*)cc2*)c2cccc(*)c2*)c1,6取代三苯胺,,
6取代三苯胺175,*c1cccc(N(c2cc(*)cc(*)c2)c2c(*)cc(*)cc2*)c1,6取代三苯胺,,
6取代三苯胺176,*c1cccc(N(c2cc(*)cc(*)c2)c2c(*)ccc(*)c2*)c1,6取代三苯胺,,
6取代三苯胺177,*c1cccc(N(c2cc(*)cc(*)c2)c2cc(*)c(*)c(*)c2)c1,6取代三苯胺,,
6取代三苯胺178,*c1cccc(N(c2cc(*)cc(*)c2)c2cc(*)c(*)cc2*)c1,6取代三苯胺,,
6取代三苯胺179,*c1cccc(N(c2cc(*)cc(*)c2)c2cc(*)cc(*)c2*)c1,6取代三苯胺,,
6取代三苯胺180,*c1cccc(N(c2cc(*)cc(*)c2)c2ccc(*)c(*)c2*)c1,6取代三苯胺,,
6取代三苯胺181,*c1cccc(N(c2cc(*)cc(*)c2*)c2c(*)cccc2*)c1,6取代三苯胺,,
6取代三苯胺182,*c1cccc(N(c2cc(*)ccc2*)c2c(*)cc(*)cc2*)c1,6取代三苯胺,,
6取代三苯胺183,*c1cccc(N(c2cc(*)ccc2*)c2c(*)ccc(*)c2*)c1,6取代三苯胺,,
6取代三苯胺184,*c1cccc(N(c2cc(*)ccc2*)c2cc(*)c(*)cc2*)c1,6取代三苯胺,,
6取代三苯胺185,*c1cccc(N(c2cc(*)ccc2*)c2cc(*)cc(*)c2*)c1,6取代三苯胺,,
6取代三苯胺186,*c1cccc(N(c2cc(*)ccc2*)c2ccc(*)c(*)c2*)c1,6取代三苯胺,,
6取代三苯胺187,*c1cccc(N(c2ccc(*)c(*)c2)c2c(*)cc(*)cc2*)c1,6取代三苯胺,,
6取代三苯胺188,*c1cccc(N(c2ccc(*)c(*)c2)c2c(*)ccc(*)c2*)c1,6取代三苯胺,,
6取代三苯胺189,*c1cccc(N(c2ccc(*)c(*)c2)c2cc(*)c(*)c(*)c2)c1,6取代三苯胺,,
6取代三苯胺190,*c1cccc(N(c2ccc(*)c(*)c2)c2cc(*)c(*)cc2*)c1,6取代三苯胺,,
6取代三苯胺191,*c1cccc(N(c2ccc(*)c(*)c2)c2cc(*)cc(*)c2*)c1,6取代三苯胺,,
6取代三苯胺192,*c1cccc(N(c2ccc(*)c(*)c2)c2ccc(*)c(*)c2*)c1,6取代三苯胺,,
6取代三苯胺193,*c1cccc(N(c2ccc(*)c(*)c2*)c2c(*)cccc2*)c1,6取代三苯胺,,
6取代三苯胺194,*c1cccc(N(c2ccc(*)cc2*)c2c(*)cc(*)cc2*)c1,6取代三苯胺,,
6取代三苯胺195,*c1cccc(N(c2ccc(*)cc2*)c2c(*)ccc(*)c2*)c1,6取代三苯胺,,
6取代三苯胺196,*c1cccc(N(c2ccc(*)cc2*)c2cc(*)c(*)cc2*)c1,6取代三苯胺,,
6取代三苯胺197,*c1cccc(N(c2ccc(*)cc2*)c2cc(*)cc(*)c2*)c1,6取代三苯胺,,
6取代三苯胺198,*c1cccc(N(c2ccc(*)cc2*)c2ccc(*)c(*)c2*)c1,6取代三苯胺,,
6取代三苯胺199,*c1cccc(N(c2cccc(*)c2)c2c(*)c(*)cc(*)c2*)c1,6取代三苯胺,,
6取代三苯胺200,*c1cccc(N(c2cccc(*)c2)c2c(*)cc(*)c(*)c2*)c1,6取代三苯胺,,
6取代三苯胺201,*c1cccc(N(c2cccc(*)c2)c2cc(*)c(*)c(*)c2*)c1,6取代三苯胺,,
6取代三苯胺202,*c1cccc(N(c2cccc(*)c2*)c2c(*)cc(*)cc2*)c1,6取代三苯胺,,
6取代三苯胺203,*c1cccc(N(c2cccc(*)c2*)c2c(*)ccc(*)c2*)c1,6取代三苯胺,,
6取代三苯胺204,*c1cccc(N(c2cccc(*)c2*)c2c(*)cccc2*)c1*,6取代三苯胺,,
6取代三苯胺205,*c1cccc(N(c2cccc(*)c2*)c2cc(*)cc(*)c2*)c1,6取代三苯胺,,
6取代三苯胺206,*c1cccc(N(c2cccc(*)c2*)c2ccc(*)c(*)c2*)c1,6取代三苯胺,,
6取代三苯胺207,*c1cccc(N(c2cccc(*)c2*)c2cccc(*)c2*)c1*,6取代三苯胺,,
6取代三苯胺208,*c1cccc(N(c2ccccc2)c2c(*)c(*)c(*)c(*)c2*)c1,6取代三苯胺,,
6取代三苯胺209,*c1cccc(N(c2ccccc2)c2c(*)c(*)cc(*)c2*)c1*,6取代三苯胺,,
6取代三苯胺210,*c1cccc(N(c2ccccc2)c2c(*)cc(*)c(*)c2*)c1*,6取代三苯胺,,
6取代三苯胺211,*c1cccc(N(c2ccccc2)c2cc(*)c(*)c(*)c2*)c1*,6取代三苯胺,,
6取代三苯胺212,*c1cccc(N(c2ccccc2*)c2c(*)c(*)cc(*)c2*)c1,6取代三苯胺,,
6取代三苯胺213,*c1cccc(N(c2ccccc2*)c2c(*)cc(*)c(*)c2*)c1,6取代三苯胺,,
6取代三苯胺214,*c1cccc(N(c2ccccc2*)c2cc(*)c(*)c(*)c2*)c1,6取代三苯胺,,
6取代三苯胺215,*c1ccccc1N(c1c(*)cccc1*)c1c(*)ccc(*)c1*,6取代三苯胺,,
6取代三苯胺216,*c1ccccc1N(c1cc(*)c(*)c(*)c1)c1c(*)cccc1*,6取代三苯胺,,
6取代三苯胺217,*c1ccccc1N(c1cc(*)c(*)c(*)c1)c1cccc(*)c1*,6取代三苯胺,,
6取代三苯胺218,*c1ccccc1N(c1ccc(*)c(*)c1*)c1c(*)cccc1*,6取代三苯胺,,
6取代三苯胺219,*c1ccccc1N(c1cccc(*)c1*)c1c(*)ccc(*)c1*,6取代三苯胺,,
6取代三苯胺220,*c1ccccc1N(c1cccc(*)c1*)c1ccc(*)c(*)c1*,6取代三苯胺,,
6取代三苯胺221,*c1ccccc1N(c1ccccc1)c1c(*)c(*)c(*)c(*)c1*,6取代三苯胺,,
6取代三苯胺222,*c1ccccc1N(c1ccccc1*)c1c(*)c(*)cc(*)c1*,6取代三苯胺,,
6取代三苯胺223,*c1ccccc1N(c1ccccc1*)c1c(*)cc(*)c(*)c1*,6取代三苯胺,,
6取代三苯胺224,*c1ccccc1N(c1ccccc1*)c1cc(*)c(*)c(*)c1*,6取代三苯胺,,
7取代三苯胺1,*c1cc(*)c(*)c(N(c2c(*)cccc2*)c2c(*)cccc2*)c1,7取代三苯胺,,
7取代三苯胺2,*c1cc(*)c(*)c(N(c2cc(*)c(*)c(*)c2)c2ccccc2*)c1,7取代三苯胺,,
7取代三苯胺3,*c1cc(*)c(*)c(N(c2ccc(*)c(*)c2)c2c(*)cccc2*)c1,7取代三苯胺,,
7取代三苯胺4,*c1cc(*)c(*)c(N(c2ccc(*)c(*)c2)c2ccc(*)c(*)c2)c1,7取代三苯胺,,
7取代三苯胺5,*c1cc(*)c(*)c(N(c2ccc(*)c(*)c2)c2cccc(*)c2*)c1,7取代三苯胺,,
7取代三苯胺6,*c1cc(*)c(*)c(N(c2cccc(*)c2*)c2c(*)cccc2*)c1,7取代三苯胺,,
7取代三苯胺7,*c1cc(*)c(*)c(N(c2cccc(*)c2*)c2cccc(*)c2*)c1,7取代三苯胺,,
7取代三苯胺8,*c1cc(*)c(*)c(N(c2ccccc2)c2c(*)c(*)cc(*)c2*)c1,7取代三苯胺,,
7取代三苯胺9,*c1cc(*)c(*)c(N(c2ccccc2)c2c(*)cc(*)c(*)c2*)c1,7取代三苯胺,,
7取代三苯胺10,*c1cc(*)c(*)c(N(c2ccccc2)c2cc(*)c(*)c(*)c2*)c1,7取代三苯胺,,
7取代三苯胺11,*c1cc(*)c(*)c(N(c2ccccc2*)c2c(*)ccc(*)c2*)c1,7取代三苯胺,,
7取代三苯胺12,*c1cc(*)c(*)c(N(c2ccccc2*)c2cc(*)c(*)cc2*)c1,7取代三苯胺,,
7取代三苯胺13,*c1cc(*)c(*)c(N(c2ccccc2*)c2cc(*)cc(*)c2*)c1,7取代三苯胺,,
7取代三苯胺14,*c1cc(*)c(*)c(N(c2ccccc2*)c2ccc(*)c(*)c2*)c1,7取代三苯胺,,
7取代三苯胺15,*c1cc(*)c(N(c2c(*)cccc2*)c2c(*)cccc2*)c(*)c1,7取代三苯胺,,
7取代三苯胺16,*c1cc(*)c(N(c2c(*)cccc2*)c2c(*)cccc2*)cc1*,7取代三苯胺,,
7取代三苯胺17,*c1cc(*)c(N(c2cc(*)c(*)c(*)c2)c2ccccc2*)c(*)c1,7取代三苯胺,,
7取代三苯胺18,*c1cc(*)c(N(c2cc(*)c(*)c(*)c2)c2ccccc2*)cc1*,7取代三苯胺,,
7取代三苯胺19,*c1cc(*)c(N(c2cc(*)ccc2*)c2c(*)cccc2*)c(*)c1,7取代三苯胺,,
7取代三苯胺20,*c1cc(*)c(N(c2cc(*)ccc2*)c2cc(*)ccc2*)c(*)c1,7取代三苯胺,,
7取代三苯胺21,*c1cc(*)c(N(c2cc(*)ccc2*)c2cccc(*)c2*)c(*)c1,7取代三苯胺,,
7取代三苯胺22,*c1cc(*)c(N(c2ccc(*)c(*)c2)c2c(*)cccc2*)c(*)c1,7取代三苯胺,,
7取代三苯胺23,*c1cc(*)c(N(c2ccc(*)c(*)c2)c2cc(*)ccc2*)c(*)c1,7取代三苯胺,,
7取代三苯胺24,*c1cc(*)c(N(c2ccc(*)c(*)c2)c2ccc(*)c(*)c2)c(*)c1,7取代三苯胺,,
7取代三苯胺25,*c1cc(*)c(N(c2ccc(*)c(*)c2)c2cccc(*)c2*)c(*)c1,7取代三苯胺,,
7取代三苯胺26,*c1cc(*)c(N(c2cccc(*)c2*)c2c(*)cccc2*)c(*)c1,7取代三苯胺,,
7取代三苯胺27,*c1cc(*)c(N(c2cccc(*)c2*)c2c(*)cccc2*)cc1*,7取代三苯胺,,
7取代三苯胺28,*c1cc(*)c(N(c2cccc(*)c2*)c2cccc(*)c2*)c(*)c1,7取代三苯胺,,
7取代三苯胺29,*c1cc(*)c(N(c2cccc(*)c2*)c2cccc(*)c2*)cc1*,7取代三苯胺,,
7取代三苯胺30,*c1cc(*)c(N(c2ccccc2)c2c(*)c(*)cc(*)c2*)c(*)c1,7取代三苯胺,,
7取代三苯胺31,*c1cc(*)c(N(c2ccccc2)c2c(*)c(*)cc(*)c2*)cc1*,7取代三苯胺,,
7取代三苯胺32,*c1cc(*)c(N(c2ccccc2)c2c(*)cc(*)c(*)c2*)c(*)c1,7取代三苯胺,,
7取代三苯胺33,*c1cc(*)c(N(c2ccccc2)c2c(*)cc(*)c(*)c2*)cc1*,7取代三苯胺,,
7取代三苯胺34,*c1cc(*)c(N(c2ccccc2)c2c(*)ccc(*)c2*)c(*)c1*,7取代三苯胺,,
7取代三苯胺35,*c1cc(*)c(N(c2ccccc2)c2cc(*)c(*)c(*)c2*)c(*)c1,7取代三苯胺,,
7取代三苯胺36,*c1cc(*)c(N(c2ccccc2)c2cc(*)c(*)c(*)c2*)cc1*,7取代三苯胺,,
7取代三苯胺37,*c1cc(*)c(N(c2ccccc2*)c2c(*)cc(*)cc2*)c(*)c1,7取代三苯胺,,
7取代三苯胺38,*c1cc(*)c(N(c2ccccc2*)c2c(*)ccc(*)c2*)c(*)c1,7取代三苯胺,,
7取代三苯胺39,*c1cc(*)c(N(c2ccccc2*)c2c(*)ccc(*)c2*)cc1*,7取代三苯胺,,
7取代三苯胺40,*c1cc(*)c(N(c2ccccc2*)c2cc(*)c(*)cc2*)c(*)c1,7取代三苯胺,,
7取代三苯胺41,*c1cc(*)c(N(c2ccccc2*)c2cc(*)c(*)cc2*)cc1*,7取代三苯胺,,
7取代三苯胺42,*c1cc(*)c(N(c2ccccc2*)c2cc(*)cc(*)c2*)c(*)c1,7取代三苯胺,,
7取代三苯胺43,*c1cc(*)c(N(c2ccccc2*)c2ccc(*)c(*)c2*)c(*)c1,7取代三苯胺,,
7取代三苯胺44,*c1cc(*)c(N(c2ccccc2*)c2ccc(*)c(*)c2*)cc1*,7取代三苯胺,,
7取代三苯胺45,*c1cc(*)cc(N(c2c(*)cccc2*)c2c(*)cc(*)cc2*)c1,7取代三苯胺,,
7取代三苯胺46,*c1cc(*)cc(N(c2c(*)cccc2*)c2c(*)ccc(*)c2*)c1,7取代三苯胺,,
7取代三苯胺47,*c1cc(*)cc(N(c2cc(*)c(*)c(*)c2)c2c(*)cccc2*)c1,7取代三苯胺,,
7取代三苯胺48,*c1cc(*)cc(N(c2cc(*)c(*)c(*)c2)c2cc(*)ccc2*)c1,7取代三苯胺,,
7取代三苯胺49,*c1cc(*)cc(N(c2cc(*)c(*)c(*)c2)c2ccc(*)cc2*)c1,7取代三苯胺,,
7取代三苯胺50,*c1cc(*)cc(N(c2cc(*)c(*)c(*)c2)c2cccc(*)c2*)c1,7取代三苯胺,,
7取代三苯胺51,*c1cc(*)cc(N(c2cc(*)c(*)cc2*)c2c(*)cccc2*)c1,7取代三苯胺,,
7取代三苯胺52,*c1cc(*)cc(N(c2cc(*)c(*)cc2*)c2cccc(*)c2*)c1,7取代三苯胺,,
7取代三苯胺53,*c1cc(*)cc(N(c2cc(*)cc(*)c2)c2c(*)cc(*)cc2*)c1,7取代三苯胺,,
7取代三苯胺54,*c1cc(*)cc(N(c2cc(*)cc(*)c2)c2c(*)ccc(*)c2*)c1,7取代三苯胺,,
7取代三苯胺55,*c1cc(*)cc(N(c2cc(*)cc(*)c2)c2cc(*)c(*)c(*)c2)c1,7取代三苯胺,,
7取代三苯胺56,*c1cc(*)cc(N(c2cc(*)cc(*)c2)c2cc(*)c(*)cc2*)c1,7取代三苯胺,,
7取代三苯胺57,*c1cc(*)cc(N(c2cc(*)cc(*)c2)c2cc(*)cc(*)c2*)c1,7取代三苯胺,,
7取代三苯胺58,*c1cc(*)cc(N(c2cc(*)cc(*)c2)c2ccc(*)c(*)c2*)c1,7取代三苯胺,,
7取代三苯胺59,*c1cc(*)cc(N(c2cc(*)cc(*)c2*)c2c(*)cccc2*)c1,7取代三苯胺,,
7取代三苯胺60,*c1cc(*)cc(N(c2cc(*)ccc2*)c2c(*)cc(*)cc2*)c1,7取代三苯胺,,
7取代三苯胺61,*c1cc(*)cc(N(c2cc(*)ccc2*)c2c(*)ccc(*)c2*)c1,7取代三苯胺,,
7取代三苯胺62,*c1cc(*)cc(N(c2cc(*)ccc2*)c2cc(*)c(*)cc2*)c1,7取代三苯胺,,
7取代三苯胺63,*c1cc(*)cc(N(c2cc(*)ccc2*)c2cc(*)cc(*)c2*)c1,7取代三苯胺,,
7取代三苯胺64,*c1cc(*)cc(N(c2cc(*)ccc2*)c2ccc(*)c(*)c2*)c1,7取代三苯胺,,
7取代三苯胺65,*c1cc(*)cc(N(c2ccc(*)c(*)c2)c2c(*)cc(*)cc2*)c1,7取代三苯胺,,
